amount_requested,birth_date,status,residence_rent_or_own,monthly_rent_amount,bank_account_direct_deposit,application_when,loan_duration,payment_ach,num_payments,payment_amount,amount_approved,duration_approved,address_zip,email,bank_routing_number,email_duration,residence_duration,bank_account_duration,payment_frequency,home_phone_type,how_use_money,monthly_income_amount,raw_l2c_score,raw_FICO_telecom,raw_FICO_retail,raw_FICO_bank_card,raw_FICO_money,flgGood
800,1983-03-10,Approved,1,884,1,2011-02-20 20:01:34,8,1,17,105.88,800,8,84107,AliceJClement@yahoo.com,122100024,1 year or more,6 months or less,3+ years,Bi-weekly,Mobile,Bills,2400,716,572,620,640,603,0
800,1967-09-08,Approved,1,726,1,2011-02-20 21:30:02,6,1,13,123.82,800,6,84010,KarenHLovelady@bing.com,124000054,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Bills,2600,586,621,637,665,637,0
500,1972-03-05,Approved,1,1100,1,2011-02-21 07:23:52,6,1,13,77.39,500,6,57103,RitaTRussell@hotmail.com,91408501,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,Bills,2987,501,545,563,654,611,0
700,1945-06-04,Approved,0,849,1,2011-02-21 11:15:42,5,1,5,271.47,700,5,83854,HermanEHawkins@yahoo.com,123171955,1 year or more,3+ years,3+ years,Monthly,Home,Bills,2601,576,624,651,689,627,0
700,1967-07-28,Approved,1,700,1,2011-02-21 15:13:51,6,1,13,77.39,500,6,84041,RubyVDoughty@hotmail.com,102301092,1 year or more,6 months or less,3+ years,Bi-weekly,Mobile,Other,9644,521,576,601,650,619,0
800,1979-02-01,Approved,1,475,1,2011-02-22 11:29:25,8,1,13,77.39,500,6,84115,BarbaraDSimmons@yahoo.com,124001545,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Other,2850,329,549,606,615,609,1
400,1972-08-11,Approved,0,0,1,2011-02-22 13:35:24,6,1,12,67.22,400,6,57301,NancyWWatson@aol.com,91409487,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Car,1800,645,539,596,627,587,1
500,1956-11-18,Approved,1,367,0,2011-02-22 15:15:15,6,1,13,77.39,500,6,57702,GregoryEWoolf@hotmail.com,91408734,1 year or more,6 months or less,6 months or less,Bi-weekly,Mobile,Other,1200,523,563,556,652,604,1
500,1950-08-20,Approved,1,300,1,2011-02-23 06:41:03,5,1,10,92.17,500,5,57325,AliciaDVickery@hotmail.com,91400486,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Other,1765,538,571,589,612,605,1
800,1978-11-29,Approved,1,525,0,2011-02-23 10:03:13,6,1,13,123.82,800,6,84118,DerickLAlexander@hotmail.com,124001545,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Car,2800,546,597,627,665,626,1
500,1982-08-12,Approved,1,580,1,2011-02-23 11:46:43,5,1,10,94.7,500,5,57301,JennaGCurry@bing.com,91402947,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Other,3200,719,507,542,632,574,0
800,1978-07-31,Approved,1,1200,1,2011-02-23 17:21:42,8,1,17,105.88,800,8,84120,ChristopherGGrant@aol.com,124001545,1 year or more,1-2 years,3+ years,Bi-weekly,Home,Bills,2400,530,564,628,654,606,0
500,1964-07-29,Approved,1,375,1,2011-02-24 07:31:02,6,1,13,77.39,500,6,57350,LouiseCOneal@yahoo.com,91400525,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Rent,3600,602,549,576,669,609,0
700,1970-10-16,Approved,1,800,0,2011-02-24 07:42:05,5,1,10,92.17,500,5,84335,JamesMGriffith@hotmail.com,124302150,1 year or more,7-12 months,1-2 years,Bi-weekly,Mobile,Other,3370,716,561,621,670,608,0
500,1949-07-29,Approved,0,620,0,2011-02-24 10:01:24,8,1,8,144.85,500,8,84070,KatherineMWilliams@yahoo.com,124001545,1 year or more,3+ years,3+ years,Monthly,Mobile,Other,2600,638,635,678,710,649,0
500,1974-12-21,Approved,0,0,1,2011-02-24 10:52:56,6,1,13,77.39,500,6,57301,JohnRYoung@bing.com,91400046,1 year or more,1-2 years,6 months or less,Bi-weekly,Mobile,Other,3720,550,576,594,680,610,0
500,1966-06-03,Approved,1,100,1,2011-02-24 11:00:54,6,1,13,77.39,500,6,57262,BeulahTMcQueen@bing.com,291070001,1 year or more,3+ years,3+ years,Bi-weekly,Home,Car,3100,593,602,651,680,621,1
800,1974-11-14,Approved,0,1182,1,2011-02-24 11:55:23,8,1,6,171.75,500,6,84053,KarenBDendy@gmail.com,324079555,1 year or more,3+ years,3+ years,Monthly,Mobile,Other,2600,763,539,573,680,600,0
700,1980-05-24,Approved,1,400,1,2011-02-24 12:15:40,5,1,5,271.47,700,5,84121,MarkMGroner@gmail.com,325070760,1 year or more,6 months or less,6 months or less,Monthly,Mobile,Car,1500,808,512,548,626,581,0
300,1978-10-05,Approved,0,800,1,2011-02-25 02:52:00,5,1,5,116.34,300,5,83854,RosaAEpperson@gmail.com,121000248,1 year or more,1-2 years,1-2 years,Monthly,Mobile,Other,2998,586,535,550,680,577,1
500,1952-09-10,Approved,1,500,1,2011-02-25 10:59:24,5,1,5,193.91,500,5,57003,CherylTPaylor@aol.com,91408734,1 year or more,1-2 years,1-2 years,Monthly,Mobile,Bills (General),3000,541,620,653,674,629,0
800,1949-11-04,Approved,0,1326,1,2011-02-25 11:01:39,5,1,5,310.25,800,5,84121,LouJGary@aol.com,124002971,1 year or more,3+ years,3+ years,Monthly,Home,Bills (Auto),3192,666,693,756,796,656,1
800,1976-04-12,Approved,1,250,0,2011-02-25 18:00:47,6,1,6,171.75,500,6,84010,DorothyBArnett@yahoo.com,124001545,4-12 months,3+ years,1-2 years,Monthly,Mobile,Bills (Medical),3500,645,575,633,671,618,0
800,1969-03-28,Approved,1,650,1,2011-02-25 18:23:18,8,1,13,77.39,500,6,84106,JulieTFulton@yahoo.com,124002971,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,Bills (General),2000,712,571,601,619,602,1
800,1957-05-07,Approved,1,375,1,2011-02-26 09:30:27,6,1,13,77.39,500,6,84095,AnaEJones@aol.com,324377516,1 year or more,1-2 years,1-2 years,Bi-weekly,Home,Bills (General),1160,492,564,566,680,607,0
500,1956-04-22,Approved,0,645,1,2011-02-26 10:16:40,5,1,10,92.17,500,5,57701,LindaMMarshall@bing.com,91408501,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Bills (General),1266,586,578,628,675,619,0
500,1938-11-15,Approved,1,0,1,2011-02-26 12:41:45,6,1,6,171.75,500,6,57201,ChristopherCMartin@gmail.com,91408734,1 year or more,1-2 years,3+ years,Monthly,Home,Bills (Auto),1887,748,536,543,624,567,0
500,1981-12-08,Approved,1,0,1,2011-02-26 16:43:14,3,1,6,136.0,500,3,84025,AndrewPWhite@hotmail.com,124002971,3 months or less,1-2 years,3+ years,Bi-weekly,Mobile,Bills (General),3440,546,602,635,671,619,0
800,1976-11-26,Approved,1,400,1,2011-02-27 08:14:18,5,1,10,92.17,500,5,84701,ClaudiaFFox@aol.com,124301779,1 year or more,6 months or less,6 months or less,Bi-weekly,Home,Other,2400,525,539,555,675,589,1
400,1960-05-09,Approved,0,250,1,2011-02-27 13:16:51,5,1,10,73.74,400,5,83221,ElisabethRBattle@gmail.com,123103729,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Bills (Auto),930,542,587,617,633,623,0
500,1963-05-22,Approved,0,382,0,2011-02-28 07:02:40,5,1,10,92.17,500,5,57104,BruceKLefebre@bing.com,91408734,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Gifts / Leisure,5600,492,583,634,671,627,1
500,1965-08-11,Approved,0,485,1,2011-02-28 08:43:52,5,1,5,193.91,500,5,84120,VeronicaNTyson@yahoo.com,124000054,1 year or more,3+ years,3+ years,Monthly,Mobile,Pay off loans / overdrawn acct,1000,762,638,688,714,656,1
800,1960-08-17,Approved,0,873,1,2011-02-28 09:31:55,5,1,10,92.17,500,5,83646,SheaVHolmes@gmail.com,324173626,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Bills (Medical),2466,499,559,569,677,608,0
500,1955-06-26,Approved,1,945,0,2011-02-28 11:40:44,5,1,10,92.17,500,5,84047,EdithSBeckett@aol.com,124001545,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Bills (General),1300,522,572,621,620,604,0
800,1979-03-31,Approved,1,375,0,2011-02-28 16:09:24,5,1,10,92.17,500,5,83401,KennethLGoddard@hotmail.com,324173150,1 year or more,1-2 years,3+ years,Bi-weekly,Home,Bills (General),3850,536,501,554,623,582,0
800,1963-10-01,Approved,1,1200,1,2011-03-01 09:01:48,8,1,6,171.75,500,6,83607,GregBSchmidt@bing.com,324172533,1 year or more,1-2 years,3+ years,Monthly,Mobile,Other,3133,614,516,542,631,562,0
500,1957-05-04,Approved,0,0,1,2011-03-01 10:00:03,5,1,5,193.91,500,5,83237,MichelleRChristian@hotmail.com,124300767,1 year or more,3+ years,3+ years,Monthly,Home,Other,1173,616,513,540,627,603,1
500,1982-02-12,Approved,1,400,1,2011-03-01 12:48:01,5,1,10,92.17,500,5,84120,FaustinoTWilson@yahoo.com,114924742,1 year or more,3+ years,6 months or less,Bi-weekly,Home,Bills (Auto),3200,564,513,547,660,578,1
700,1984-08-07,Approved,0,0,1,2011-03-01 12:48:31,7,1,13,77.39,500,6,84660,RichardHRosa@gmail.com,124001545,1 year or more,3+ years,7-12 months,Bi-weekly,Mobile,Other,1860,617,576,603,653,592,0
500,1968-12-05,Approved,1,0,1,2011-03-01 12:59:49,5,1,10,92.17,500,5,83404,JohnMBuckner@gmail.com,325070760,1 year or more,1-2 years,7-12 months,Bi-weekly,Mobile,Other,3000,530,511,525,628,581,0
500,1969-01-21,Approved,1,400,1,2011-03-01 14:34:35,5,1,10,92.17,500,5,83301,MichelleDScanlon@aol.com,124103799,1 year or more,6 months or less,6 months or less,Bi-weekly,Mobile,Rent / Mortgage,1200,501,576,605,638,593,1
500,1967-08-28,Approved,1,750,1,2011-03-01 14:43:04,8,1,13,77.39,500,6,84401,AngelaCMesta@hotmail.com,324377516,1 year or more,6 months or less,3+ years,Bi-weekly,Mobile,Other,3500,718,594,589,649,582,1
500,1972-11-28,Approved,1,525,1,2011-03-02 13:03:54,5,1,10,94.7,500,5,84606,MariaJLinney@yahoo.com,124000054,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Other,670,719,571,639,649,617,0
300,1979-03-13,Approved,1,575,1,2011-03-02 17:15:45,3,1,6,81.6,300,3,57745,EstherAEdelman@hotmail.com,91408598,1 year or more,6 months or less,3+ years,Bi-weekly,Mobile,Other,2200,719,647,687,705,600,1
600,1989-12-29,Approved,1,400,0,2011-03-03 04:19:15,8,1,6,171.75,500,6,84057,KatherineWFava@hotmail.com,124302914,1 year or more,3+ years,3+ years,Monthly,Mobile,Rent / Mortgage,800,616,526,555,618,571,0
800,1950-02-14,Approved,1,795,1,2011-03-03 16:21:24,8,1,6,171.75,500,6,83706,JohnSWilson@hotmail.com,124103799,1 year or more,1-2 years,1-2 years,Monthly,Mobile,Other,4141,705,513,519,640,585,0
500,1946-12-09,Approved,0,1120,1,2011-03-04 13:22:51,6,1,6,171.75,500,6,83706,NancyBWeldon@aol.com,324172562,1 year or more,3+ years,3+ years,Monthly,Mobile,Bills (General),3500,763,627,650,667,643,1
800,1957-05-05,Approved,0,601,1,2011-03-04 17:49:07,8,1,13,77.39,500,6,83864,MargaretPBarnett@bing.com,123171955,1 year or more,7-12 months,1-2 years,Bi-weekly,Home,Other,1500,583,536,543,673,576,0
300,1981-05-15,Approved,1,650,0,2011-03-05 06:39:23,8,1,13,46.43,300,6,83605,VelmaELoney@hotmail.com,123103716,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Bills (Auto),1100,645,518,536,621,582,0
800,1971-09-23,Approved,1,900,1,2011-03-05 14:13:46,6,1,12,84.03,500,6,84084,BrainSClifford@yahoo.com,44000804,1 year or more,1-2 years,3+ years,Semi-monthly,Mobile,Bills (General),4400,762,544,547,680,569,1
800,1979-12-14,Approved,1,850,1,2011-03-05 19:59:47,8,1,17,105.88,800,8,84078,JonMLopez@aol.com,124002971,1 year or more,6 months or less,6 months or less,Bi-weekly,Mobile,Bills (General),5800,530,541,602,596,595,0
500,1957-08-16,Approved,0,558,1,2011-03-06 22:55:08,5,1,10,92.17,500,5,84404,PatriciaJWolf@aol.com,324377613,1 year or more,3+ years,3+ years,Bi-weekly,Home,Bills (Auto),4032,492,568,587,680,628,0
400,1974-07-25,Approved,1,640,1,2011-03-07 08:40:22,5,1,10,73.74,400,5,84401,AlmaKLakey@yahoo.com,53904483,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,Bills (Auto),3080,708,587,631,672,605,0
500,1958-09-27,Approved,0,0,1,2011-03-07 08:56:24,5,1,5,193.91,500,5,57058,JohnathanCRutherford@gmail.com,91400680,1 year or more,3+ years,7-12 months,Monthly,Home,Bills (Auto),1504,596,550,539,668,578,0
800,1969-12-16,Approved,1,750,1,2011-03-07 10:12:08,6,1,12,84.03,500,6,84074,JohnMRangel@gmail.com,324379828,1 year or more,6 months or less,3+ years,Semi-monthly,Mobile,Bills (Medical),2360,538,522,509,631,586,0
500,1945-07-08,Approved,0,377,1,2011-03-07 12:14:39,5,1,5,193.91,500,5,84041,NancyCMize@gmail.com,324079555,1 year or more,3+ years,3+ years,Monthly,Home,Bills (Auto),2800,757,583,598,680,605,1
500,1986-03-10,Approved,1,400,1,2011-03-07 22:19:43,8,1,13,77.39,500,6,83712,RebaPHigginbotham@bing.com,123103716,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,Other,1700,542,617,634,712,592,0
600,1969-12-14,Approved,0,829,0,2011-03-08 14:07:38,6,1,13,77.39,500,6,83605,VickyRWertz@bing.com,124103799,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Other,2197,499,509,508,642,570,0
300,1966-02-28,Approved,0,1100,0,2011-03-08 16:16:23,5,1,10,56.82,300,5,57445,KevinDChambers@hotmail.com,91407803,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Bills (General),7600,765,601,641,671,627,0
800,1971-04-09,Approved,1,250,0,2011-03-08 16:45:21,7,1,12,84.03,500,6,84118,ClarenceSBennett@hotmail.com,124001545,1 year or more,3+ years,6 months or less,Semi-monthly,Mobile,Pay off loans / overdrawn acct,1400,555,518,507,615,583,0
400,1962-07-29,Approved,0,500,1,2011-03-09 02:57:29,4,1,8,86.79,400,4,57106,KerrieTMederos@yahoo.com,291479987,4-12 months,3+ years,6 months or less,Bi-weekly,Mobile,Bills (General),1640,677,555,583,668,594,0
300,1958-09-28,Approved,1,100,1,2011-03-09 10:27:06,5,1,5,116.34,300,5,84039,RichardDDennis@gmail.com,324079555,1 year or more,3+ years,1-2 years,Monthly,Home,Bills (General),665,670,530,563,670,583,1
800,1973-08-18,Approved,1,1100,1,2011-03-09 13:25:15,8,1,13,77.39,500,6,84005,NormaMWhatley@aol.com,124002971,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Bills (General),2400,616,573,565,658,615,0
500,1960-08-26,Approved,0,0,1,2011-03-09 15:45:56,3,1,6,138.48,500,3,84512,KimSCollins@aol.com,324376711,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Other,2008,716,556,583,680,621,1
400,1975-06-28,Approved,1,300,0,2011-03-09 17:55:28,4,1,8,86.79,400,4,57248,HedwigRJuhl@gmail.com,91408035,1 year or more,7-12 months,6 months or less,Bi-weekly,Mobile,Bills (Auto),1080,521,615,664,725,609,0
500,1975-08-21,Approved,1,375,1,2011-03-09 18:01:30,5,1,5,193.91,500,5,84660,DelsieDEstrada@aol.com,324377820,1 year or more,3+ years,3+ years,Monthly,Mobile,Bills (Auto),1300,585,581,634,663,616,1
800,1977-10-10,Approved,1,739,1,2011-03-09 19:06:04,8,1,13,77.39,500,6,84119,HattieEVasquez@aol.com,124302150,1 year or more,1-2 years,6 months or less,Bi-weekly,Mobile,Bills (Auto),1350,616,501,501,501,546,1
500,1963-04-12,Approved,1,325,1,2011-03-09 20:22:04,6,1,13,77.39,500,6,57201,ShirleyAArdoin@hotmail.com,91408734,1 year or more,6 months or less,3+ years,Bi-weekly,Mobile,Bills (General),5400,713,564,568,636,579,1
600,1988-12-28,Approved,1,200,1,2011-03-10 03:38:40,8,1,13,77.39,500,6,83854,DanielDMason@yahoo.com,325070760,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Bills (Auto),2600,584,501,555,663,560,1
500,1954-10-08,Approved,1,325,1,2011-03-10 11:24:16,8,1,6,171.75,500,6,83704,SamanthaCHahn@aol.com,124103799,1 year or more,3+ years,3+ years,Monthly,Mobile,Bills (General),1300,616,501,501,602,572,1
600,1962-03-02,Approved,0,0,0,2011-03-10 14:07:02,5,1,10,110.61,600,5,83202,AletaRMcLeod@aol.com,324173079,1 year or more,3+ years,3+ years,Bi-weekly,Home,Bills (Home / Utilities),1612,410,604,657,700,637,0
500,1990-02-28,Approved,1,275,1,2011-03-10 21:41:30,5,1,5,193.91,500,5,57069,PamelaCHollenbeck@bing.com,91400680,1 year or more,7-12 months,3+ years,Monthly,Mobile,Rent / Mortgage,1600,716,570,618,596,571,1
800,1952-08-10,Approved,1,450,1,2011-03-10 23:23:10,8,1,17,105.88,800,8,84106,TinaHLewis@bing.com,124001545,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Pay off loans / overdrawn acct,3200,521,609,632,644,637,1
500,1960-08-08,Approved,1,400,0,2011-03-11 09:35:57,5,1,10,92.17,500,5,84111,JessicaRJohnson@yahoo.com,124001545,1 year or more,7-12 months,6 months or less,Bi-weekly,Mobile,Bills (General),600,638,580,620,641,600,1
800,1962-06-28,Approved,0,1450,1,2011-03-12 00:33:46,8,1,8,231.76,800,8,84043,ChristopherABryan@hotmail.com,124301025,1 year or more,3+ years,3+ years,Monthly,Mobile,School,3300,785,573,561,680,619,1
300,1979-09-12,Approved,1,1500,1,2011-03-12 08:51:15,3,1,6,81.6,300,3,84058,MaryDCanada@gmail.com,124002971,1 year or more,6 months or less,6 months or less,Bi-weekly,Mobile,Bills (Home / Utilities),4100,544,612,619,627,605,0
800,1961-08-01,Approved,1,725,1,2011-03-12 14:09:23,5,1,10,92.17,500,5,83706,CrystalSAustin@yahoo.com,123171955,1 year or more,3+ years,1-2 years,Bi-weekly,Work,Bills (General),3400,582,604,622,670,613,0
700,1952-04-29,Approved,0,300,1,2011-03-12 22:34:37,3,1,3,398.56,700,3,83318,NormanALeroy@yahoo.com,124103799,4-12 months,3+ years,3+ years,Monthly,Mobile,Bills (General),2356,735,593,653,687,639,1
500,1954-06-29,Approved,0,325,1,2011-03-13 07:43:58,5,1,5,193.91,500,5,83858,PatriciaJAnderson@bing.com,123171955,1 year or more,1-2 years,1-2 years,Monthly,Home,Bills (Auto),1172,765,531,543,680,591,0
500,1970-12-16,Approved,0,287,1,2011-03-14 05:49:53,5,1,5,193.91,500,5,83619,AnnaHRice@gmail.com,124103799,1 year or more,3+ years,6 months or less,Monthly,Home,Bills (Medical),4600,521,516,552,644,596,1
800,1971-07-19,Approved,1,475,0,2011-03-14 14:45:38,8,1,13,77.39,500,6,83702,RonaldKSimons@hotmail.com,324172630,3 months or less,3+ years,7-12 months,Bi-weekly,Home,Bills (General),1440,621,532,597,656,593,1
500,1980-07-23,Approved,1,624,1,2011-03-14 15:50:31,5,1,10,92.17,500,5,84123,ShirleyRDineen@hotmail.com,124002971,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,Bills (General),3200,716,556,593,651,605,0
300,1974-04-10,Approved,1,600,0,2011-03-14 17:21:18,3,1,6,81.6,300,3,83706,ThomasNWoodbury@yahoo.com,124103799,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Bills (Auto),1600,645,565,632,655,594,1
500,1968-12-02,Approved,1,150,1,2011-03-15 11:51:00,5,1,5,193.91,500,5,57401,GeraldineHSmith@gmail.com,291479178,1 year or more,1-2 years,3+ years,Monthly,Mobile,Other,3350,528,534,556,647,597,1
800,1978-02-06,Approved,1,0,1,2011-03-15 13:03:29,8,1,6,171.75,500,6,84044,VeraJCook@gmail.com,124000054,1 year or more,3+ years,3+ years,Monthly,Home,Bills (Auto),1190,541,571,643,648,602,0
500,1979-11-25,Approved,1,0,0,2011-03-15 14:12:08,3,1,6,138.48,500,3,83440,LeticiaMBeach@hotmail.com,324173817,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Bills (General),5500,645,532,567,676,608,1
800,1986-11-20,Approved,1,0,1,2011-03-15 15:34:11,8,1,13,77.39,500,6,84119,MarkLPearson@aol.com,324079416,1 year or more,3+ years,3+ years,Bi-weekly,Home,Other,1000,760,637,674,726,600,0
800,1971-10-05,Approved,1,1000,1,2011-03-16 01:07:39,6,1,13,77.39,500,6,83401,CharlotteTLandry@gmail.com,123271978,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Bills (Medical),3200,550,538,553,660,604,0
800,1980-09-17,Approved,1,550,0,2011-03-16 07:21:38,8,1,16,113.77,800,8,84720,MichaelDJohnson@gmail.com,324079555,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Other,3400,305,566,639,676,617,1
500,1966-01-15,Approved,0,0,0,2011-03-16 08:56:43,5,1,10,92.17,500,5,84103,MariaALentini@hotmail.com,324079555,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Bills (Auto),2000,785,502,546,675,565,0
500,1946-06-10,Approved,1,200,1,2011-03-16 11:20:33,6,1,12,84.03,500,6,83325,HansMYingst@yahoo.com,324170179,1 year or more,3+ years,3+ years,Semi-monthly,Home,Bills (General),4652,547,560,594,680,624,1
400,1977-07-27,Approved,0,1054,1,2011-03-16 15:53:11,5,1,10,75.76,400,5,84123,DebraAIrwin@aol.com,324079555,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Bills (Auto),1600,576,589,607,680,628,1
800,1963-03-04,Approved,0,250,1,2011-03-17 01:44:14,8,1,8,231.76,800,8,84651,BettyTBurgess@gmail.com,324377862,1 year or more,3+ years,3+ years,Monthly,Mobile,Bills (General),2050,561,637,678,700,648,1
700,1992-08-12,Approved,1,250,1,2011-03-17 02:51:23,6,1,13,77.39,500,6,84401,SusanMEddy@bing.com,124002971,1 year or more,1-2 years,6 months or less,Bi-weekly,Mobile,Bills (Auto),1400,574,598,619,649,574,0
800,1964-09-24,Approved,1,595,1,2011-03-17 08:13:22,8,1,13,77.39,500,6,83440,LauraWGallegos@bing.com,314074269,1 year or more,7-12 months,6 months or less,Bi-weekly,Mobile,Bills (General),2198,543,539,532,629,598,0
600,1963-08-05,Approved,0,0,0,2011-03-17 09:36:20,5,1,10,92.17,500,5,83201,JuneRJones@hotmail.com,124103799,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Other,2200,765,526,566,661,606,1
700,1954-01-24,Approved,0,900,0,2011-03-17 09:42:36,6,1,6,240.46,700,6,83245,SusanLMontoya@aol.com,324173642,1 year or more,3+ years,3+ years,Monthly,Mobile,Bills (Medical),2340,541,615,642,683,629,1
800,1959-09-13,Approved,0,920,1,2011-03-17 10:45:39,6,1,12,134.45,800,6,84065,EssieHBerlin@gmail.com,324377516,1 year or more,3+ years,3+ years,Semi-monthly,Work,Other,6100,425,618,679,723,639,1
800,1953-03-23,Approved,0,200,1,2011-03-17 10:56:42,8,1,13,77.39,500,6,83815,GregoryMHowell@gmail.com,123271978,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Other,1640,583,547,556,680,599,1
500,1979-05-27,Approved,1,350,0,2011-03-17 11:30:42,5,1,10,94.7,500,5,57078,KyongAMcMahon@aol.com,91400046,1 year or more,1-2 years,7-12 months,Semi-monthly,Mobile,Bills (Auto),1700,529,524,543,642,587,0
800,1973-01-05,Approved,1,0,1,2011-03-17 17:27:03,5,1,10,92.17,500,5,84601,ChristopherRSibley@yahoo.com,63192874,1 year or more,6 months or less,6 months or less,Bi-weekly,Mobile,Bills (General),1150,538,533,545,624,566,0
500,1973-05-10,Approved,1,400,1,2011-03-18 10:05:11,5,1,10,92.17,500,5,83709,ColeenAGonzalez@bing.com,123171955,1 year or more,1-2 years,6 months or less,Bi-weekly,Mobile,Bills (General),1340,754,530,572,638,600,1
800,1946-05-01,Approved,1,1000,1,2011-03-18 10:51:26,8,1,17,105.88,800,8,84020,KathrynMMcCrae@yahoo.com,324079555,1 year or more,3+ years,3+ years,Bi-weekly,Home,Bills (General),2600,544,581,640,659,635,1
300,1978-07-17,Approved,0,399,0,2011-03-18 15:15:43,8,1,13,46.43,300,6,83236,AnnJGonzalez@yahoo.com,324173082,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Other,920,765,501,513,640,557,1
800,1973-11-12,Approved,1,500,0,2011-03-18 22:52:11,8,1,8,231.76,800,8,83338,FloraKPalmer@gmail.com,123103729,4-12 months,3+ years,3+ years,Monthly,Mobile,Bills (General),3800,405,604,651,668,635,0
800,1964-12-18,Approved,0,605,1,2011-03-19 12:24:30,8,1,17,105.88,800,8,57225,MaiRBolton@bing.com,91400172,4-12 months,3+ years,3+ years,Bi-weekly,Mobile,Bills (Medical),5200,638,670,737,797,641,1
500,1968-09-28,Approved,1,205,1,2011-03-19 12:57:35,5,1,10,94.7,500,5,84720,KizzyJLewis@hotmail.com,124301779,1 year or more,6 months or less,6 months or less,Semi-monthly,Mobile,Bills (General),1200,538,560,569,675,579,0
800,1967-10-04,Approved,1,825,1,2011-03-19 15:25:23,5,1,10,147.47,800,5,84074,BonitaDMahon@hotmail.com,324079555,1 year or more,6 months or less,7-12 months,Bi-weekly,Mobile,Other,2800,595,543,508,645,580,1
600,1949-10-17,Approved,0,820,1,2011-03-20 12:56:12,6,1,13,92.87,600,6,84084,LynnJMcElhannon@gmail.com,124302150,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Bills (Auto),3432,762,614,668,703,637,1
700,1940-06-05,Approved,0,175,1,2011-03-21 05:33:58,8,1,8,202.79,700,8,84047,DesmondMNelson@hotmail.com,324079131,1 year or more,3+ years,3+ years,Monthly,Mobile,Bills (General),1710,668,535,590,663,594,0
800,1976-12-28,Approved,0,1839,1,2011-03-21 08:42:05,8,1,8,231.76,800,8,84404,JamesFBattista@aol.com,124002971,1 year or more,3+ years,3+ years,Monthly,Mobile,Pay off loans / overdrawn acct,6000,735,586,563,680,619,1
800,1979-07-06,Approved,1,1200,1,2011-03-21 10:03:30,3,1,6,221.57,800,3,84047,WilliamCShinn@gmail.com,324079555,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Other,11000,572,595,639,659,635,0
800,1970-03-23,Approved,0,1200,0,2011-03-21 14:03:28,8,1,13,77.39,500,6,83646,OlgaNJeter@hotmail.com,123103716,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Bills (Medical),3600,530,597,638,680,608,0
500,1979-09-28,Approved,0,500,1,2011-03-21 14:05:01,5,1,10,92.17,500,5,83241,ColleenJJohns@bing.com,103101437,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Bills (Auto),1800,661,511,585,582,577,0
800,1969-03-16,Approved,0,600,1,2011-03-21 17:13:17,8,1,17,105.88,800,8,83338,JerryDNaron@hotmail.com,123271978,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Bills (Home / Utilities),2180,515,551,558,680,610,1
500,1971-12-28,Approved,1,950,1,2011-03-22 09:46:02,6,1,13,77.39,500,6,84010,DavidBJett@gmail.com,324079416,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Bills (Medical),3800,771,604,625,664,606,0
500,1961-12-22,Approved,1,0,1,2011-03-22 10:35:43,5,1,5,193.91,500,5,83301,SylviaCThompson@gmail.com,123103729,1 year or more,3+ years,3+ years,Monthly,Mobile,Bills (Home / Utilities),4700,534,546,565,664,591,1
